name,moref,parent_host,mac_address,link_status,speed,duplex,driver,firmware,pci_address,notes
vmnic4,nic-host-1262-4,host-1262,00:50:56:6c:21:11,Down,10000,Full,vmxnet3,1.4.8,0000:83:00.4,NIC 5 for host HQ-A-ESX-06-05
vmnic5,nic-host-1262-5,host-1262,00:50:56:34:63:a7,Up,25000,Full,vmxnet3,1.7.1,0000:94:00.5,NIC 6 for host HQ-A-ESX-06-05
vmnic6,nic-host-1262-6,host-1262,00:50:56:92:b6:31,Up,40000,Full,vmxnet3,1.3.2,0000:43:00.6,NIC 7 for host HQ-A-ESX-06-05
vmnic7,nic-host-1262-7,host-1262,00:50:56:82:d2:50,Up,10000,Full,vmxnet3,1.7.0,0000:25:00.7,NIC 8 for host HQ-A-ESX-06-05
vmnic0,nic-host-1263-0,host-1263,00:50:56:49:92:e0,Up,25000,Full,vmxnet3,1.1.5,0000:38:00.0,NIC 1 for host HQ-A-ESX-07-01
vmnic1,nic-host-1263-1,host-1263,00:50:56:96:04:dc,Up,10000,Full,vmxnet3,1.6.0,0000:02:00.1,NIC 2 for host HQ-A-ESX-07-01
vmnic2,nic-host-1263-2,host-1263,00:50:56:23:78:c5,Up,40000,Full,vmxnet3,1.2.3,0000:05:00.2,NIC 3 for host HQ-A-ESX-07-01
vmnic3,nic-host-1263-3,host-1263,00:50:56:75:6d:c9,Up,10000,Full,vmxnet3,1.3.0,0000:74:00.3,NIC 4 for host HQ-A-ESX-07-01
vmnic4,nic-host-1263-4,host-1263,00:50:56:fa:94:98,Up,25000,Full,vmxnet3,1.7.0,0000:22:00.4,NIC 5 for host HQ-A-ESX-07-01
vmnic5,nic-host-1263-5,host-1263,00:50:56:89:ea:e9,Up,25000,Full,vmxnet3,1.6.6,0000:15:00.5,NIC 6 for host HQ-A-ESX-07-01
vmnic6,nic-host-1263-6,host-1263,00:50:56:39:e7:ff,Up,25000,Full,vmxnet3,1.4.0,0000:45:00.6,NIC 7 for host HQ-A-ESX-07-01
vmnic7,nic-host-1263-7,host-1263,00:50:56:41:fe:7c,Up,40000,Full,vmxnet3,1.4.0,0000:70:00.7,NIC 8 for host HQ-A-ESX-07-01
vmnic0,nic-host-1264-0,host-1264,00:50:56:9c:42:f4,Up,40000,Full,vmxnet3,1.7.0,0000:60:00.0,NIC 1 for host HQ-A-ESX-07-02
vmnic1,nic-host-1264-1,host-1264,00:50:56:f6:79:3c,Up,25000,Full,vmxnet3,1.1.7,0000:60:00.1,NIC 2 for host HQ-A-ESX-07-02
vmnic2,nic-host-1264-2,host-1264,00:50:56:72:e0:f8,Up,10000,Full,vmxnet3,1.2.0,0000:61:00.2,NIC 3 for host HQ-A-ESX-07-02
vmnic3,nic-host-1264-3,host-1264,00:50:56:13:c6:c3,Up,10000,Full,vmxnet3,1.2.3,0000:05:00.3,NIC 4 for host HQ-A-ESX-07-02
vmnic4,nic-host-1264-4,host-1264,00:50:56:2a:77:4c,Down,40000,Full,vmxnet3,1.4.2,0000:74:00.4,NIC 5 for host HQ-A-ESX-07-02
vmnic5,nic-host-1264-5,host-1264,00:50:56:cb:e9:ee,Up,40000,Full,vmxnet3,1.9.2,0000:19:00.5,NIC 6 for host HQ-A-ESX-07-02
vmnic6,nic-host-1264-6,host-1264,00:50:56:a8:ee:06,Up,40000,Full,vmxnet3,1.4.3,0000:11:00.6,NIC 7 for host HQ-A-ESX-07-02
vmnic7,nic-host-1264-7,host-1264,00:50:56:cf:ef:5c,Up,40000,Full,vmxnet3,1.2.9,0000:66:00.7,NIC 8 for host HQ-A-ESX-07-02
vmnic0,nic-host-1265-0,host-1265,00:50:56:cb:76:97,Up,40000,Full,vmxnet3,1.4.7,0000:00:00.0,NIC 1 for host HQ-A-ESX-07-03
vmnic1,nic-host-1265-1,host-1265,00:50:56:3a:1b:99,Up,40000,Full,vmxnet3,1.9.9,0000:27:00.1,NIC 2 for host HQ-A-ESX-07-03
vmnic2,nic-host-1265-2,host-1265,00:50:56:6c:64:85,Up,40000,Full,vmxnet3,1.2.1,0000:69:00.2,NIC 3 for host HQ-A-ESX-07-03
vmnic3,nic-host-1265-3,host-1265,00:50:56:30:db:ad,Up,25000,Full,vmxnet3,1.3.7,0000:78:00.3,NIC 4 for host HQ-A-ESX-07-03
vmnic4,nic-host-1265-4,host-1265,00:50:56:27:25:3a,Up,40000,Full,vmxnet3,1.8.1,0000:07:00.4,NIC 5 for host HQ-A-ESX-07-03
vmnic5,nic-host-1265-5,host-1265,00:50:56:5c:1b:9f,Up,10000,Full,vmxnet3,1.3.7,0000:14:00.5,NIC 6 for host HQ-A-ESX-07-03
vmnic6,nic-host-1265-6,host-1265,00:50:56:3d:e3:9c,Up,25000,Full,vmxnet3,1.7.4,0000:55:00.6,NIC 7 for host HQ-A-ESX-07-03
vmnic7,nic-host-1265-7,host-1265,00:50:56:6f:a7:e7,Up,40000,Full,vmxnet3,1.1.2,0000:84:00.7,NIC 8 for host HQ-A-ESX-07-03
vmnic0,nic-host-1266-0,host-1266,00:50:56:bd:17:c7,Down,10000,Full,vmxnet3,1.3.2,0000:56:00.0,NIC 1 for host HQ-A-ESX-07-04
vmnic1,nic-host-1266-1,host-1266,00:50:56:dc:8b:be,Up,10000,Full,vmxnet3,1.1.2,0000:97:00.1,NIC 2 for host HQ-A-ESX-07-04
vmnic2,nic-host-1266-2,host-1266,00:50:56:7a:ed:e2,Up,40000,Full,vmxnet3,1.4.7,0000:06:00.2,NIC 3 for host HQ-A-ESX-07-04
vmnic3,nic-host-1266-3,host-1266,00:50:56:00:f4:86,Up,10000,Full,vmxnet3,1.6.5,0000:46:00.3,NIC 4 for host HQ-A-ESX-07-04
vmnic4,nic-host-1266-4,host-1266,00:50:56:de:69:15,Up,25000,Full,vmxnet3,1.6.3,0000:75:00.4,NIC 5 for host HQ-A-ESX-07-04
vmnic5,nic-host-1266-5,host-1266,00:50:56:93:25:b2,Up,10000,Full,vmxnet3,1.2.8,0000:78:00.5,NIC 6 for host HQ-A-ESX-07-04
vmnic6,nic-host-1266-6,host-1266,00:50:56:f5:55:1b,Up,25000,Full,vmxnet3,1.4.7,0000:24:00.6,NIC 7 for host HQ-A-ESX-07-04
vmnic7,nic-host-1266-7,host-1266,00:50:56:93:7c:41,Up,10000,Full,vmxnet3,1.8.0,0000:96:00.7,NIC 8 for host HQ-A-ESX-07-04
vmnic0,nic-host-1267-0,host-1267,00:50:56:44:6f:57,Up,40000,Full,vmxnet3,1.5.6,0000:95:00.0,NIC 1 for host HQ-A-ESX-07-05
vmnic1,nic-host-1267-1,host-1267,00:50:56:ed:5c:20,Up,10000,Full,vmxnet3,1.8.7,0000:75:00.1,NIC 2 for host HQ-A-ESX-07-05
vmnic2,nic-host-1267-2,host-1267,00:50:56:9d:ab:ad,Up,25000,Full,vmxnet3,1.5.9,0000:75:00.2,NIC 3 for host HQ-A-ESX-07-05
vmnic3,nic-host-1267-3,host-1267,00:50:56:3a:11:07,Up,40000,Full,vmxnet3,1.8.4,0000:42:00.3,NIC 4 for host HQ-A-ESX-07-05
vmnic4,nic-host-1267-4,host-1267,00:50:56:d9:a7:e5,Up,25000,Full,vmxnet3,1.9.1,0000:15:00.4,NIC 5 for host HQ-A-ESX-07-05
vmnic5,nic-host-1267-5,host-1267,00:50:56:7a:6e:e0,Up,10000,Full,vmxnet3,1.6.2,0000:59:00.5,NIC 6 for host HQ-A-ESX-07-05
vmnic6,nic-host-1267-6,host-1267,00:50:56:6d:34:3e,Up,25000,Full,vmxnet3,1.4.1,0000:68:00.6,NIC 7 for host HQ-A-ESX-07-05
vmnic7,nic-host-1267-7,host-1267,00:50:56:dd:58:b6,Up,10000,Full,vmxnet3,1.5.7,0000:94:00.7,NIC 8 for host HQ-A-ESX-07-05
vmnic0,nic-host-1268-0,host-1268,00:50:56:cf:43:20,Up,25000,Full,vmxnet3,1.6.5,0000:04:00.0,NIC 1 for host HQ-A-ESX-07-06
vmnic1,nic-host-1268-1,host-1268,00:50:56:16:c2:92,Up,10000,Full,vmxnet3,1.3.8,0000:78:00.1,NIC 2 for host HQ-A-ESX-07-06
vmnic2,nic-host-1268-2,host-1268,00:50:56:a0:f8:57,Up,10000,Full,vmxnet3,1.3.3,0000:01:00.2,NIC 3 for host HQ-A-ESX-07-06
vmnic3,nic-host-1268-3,host-1268,00:50:56:2b:4b:2e,Up,40000,Full,vmxnet3,1.2.0,0000:57:00.3,NIC 4 for host HQ-A-ESX-07-06
vmnic4,nic-host-1268-4,host-1268,00:50:56:d6:5e:12,Up,10000,Full,vmxnet3,1.1.4,0000:43:00.4,NIC 5 for host HQ-A-ESX-07-06
vmnic5,nic-host-1268-5,host-1268,00:50:56:8a:e6:0e,Up,25000,Full,vmxnet3,1.8.3,0000:36:00.5,NIC 6 for host HQ-A-ESX-07-06
vmnic6,nic-host-1268-6,host-1268,00:50:56:15:70:ee,Up,25000,Full,vmxnet3,1.1.5,0000:94:00.6,NIC 7 for host HQ-A-ESX-07-06
vmnic7,nic-host-1268-7,host-1268,00:50:56:75:bf:f4,Up,25000,Full,vmxnet3,1.4.5,0000:07:00.7,NIC 8 for host HQ-A-ESX-07-06
vmnic0,nic-host-1269-0,host-1269,00:50:56:22:77:5a,Up,40000,Full,vmxnet3,1.7.7,0000:01:00.0,NIC 1 for host HQ-A-ESX-07-07
vmnic1,nic-host-1269-1,host-1269,00:50:56:59:90:3f,Up,25000,Full,vmxnet3,1.6.1,0000:95:00.1,NIC 2 for host HQ-A-ESX-07-07
vmnic2,nic-host-1269-2,host-1269,00:50:56:a3:d3:84,Up,25000,Full,vmxnet3,1.4.4,0000:64:00.2,NIC 3 for host HQ-A-ESX-07-07
vmnic3,nic-host-1269-3,host-1269,00:50:56:57:f9:d6,Up,25000,Full,vmxnet3,1.4.3,0000:30:00.3,NIC 4 for host HQ-A-ESX-07-07
vmnic4,nic-host-1269-4,host-1269,00:50:56:fd:4a:4a,Up,25000,Full,vmxnet3,1.5.7,0000:79:00.4,NIC 5 for host HQ-A-ESX-07-07
vmnic5,nic-host-1269-5,host-1269,00:50:56:1d:f0:0b,Up,40000,Full,vmxnet3,1.7.0,0000:59:00.5,NIC 6 for host HQ-A-ESX-07-07
vmnic6,nic-host-1269-6,host-1269,00:50:56:3e:bc:b3,Up,25000,Full,vmxnet3,1.2.3,0000:13:00.6,NIC 7 for host HQ-A-ESX-07-07
vmnic7,nic-host-1269-7,host-1269,00:50:56:bf:c4:d1,Up,40000,Full,vmxnet3,1.7.7,0000:26:00.7,NIC 8 for host HQ-A-ESX-07-07
vmnic0,nic-host-1270-0,host-1270,00:50:56:86:9e:f5,Up,10000,Full,vmxnet3,1.7.4,0000:89:00.0,NIC 1 for host HQ-A-ESX-07-08
vmnic1,nic-host-1270-1,host-1270,00:50:56:36:87:3b,Up,25000,Full,vmxnet3,1.2.4,0000:85:00.1,NIC 2 for host HQ-A-ESX-07-08
vmnic2,nic-host-1270-2,host-1270,00:50:56:4b:ab:7c,Up,40000,Full,vmxnet3,1.9.8,0000:18:00.2,NIC 3 for host HQ-A-ESX-07-08
vmnic3,nic-host-1270-3,host-1270,00:50:56:1a:11:da,Up,25000,Full,vmxnet3,1.3.7,0000:00:00.3,NIC 4 for host HQ-A-ESX-07-08
vmnic4,nic-host-1270-4,host-1270,00:50:56:05:6b:27,Up,10000,Full,vmxnet3,1.5.5,0000:71:00.4,NIC 5 for host HQ-A-ESX-07-08
vmnic5,nic-host-1270-5,host-1270,00:50:56:47:68:ee,Up,40000,Full,vmxnet3,1.3.3,0000:89:00.5,NIC 6 for host HQ-A-ESX-07-08
vmnic6,nic-host-1270-6,host-1270,00:50:56:f9:40:fe,Up,40000,Full,vmxnet3,1.6.5,0000:75:00.6,NIC 7 for host HQ-A-ESX-07-08
vmnic7,nic-host-1270-7,host-1270,00:50:56:07:bb:c4,Up,40000,Full,vmxnet3,1.4.2,0000:02:00.7,NIC 8 for host HQ-A-ESX-07-08
vmnic0,nic-host-1271-0,host-1271,00:50:56:fb:32:27,Up,10000,Full,vmxnet3,1.1.1,0000:43:00.0,NIC 1 for host HQ-A-ESX-08-01
vmnic1,nic-host-1271-1,host-1271,00:50:56:db:db:ed,Up,40000,Full,vmxnet3,1.6.4,0000:32:00.1,NIC 2 for host HQ-A-ESX-08-01
vmnic2,nic-host-1271-2,host-1271,00:50:56:ae:b3:0c,Up,25000,Full,vmxnet3,1.2.3,0000:26:00.2,NIC 3 for host HQ-A-ESX-08-01
vmnic3,nic-host-1271-3,host-1271,00:50:56:10:24:ef,Up,10000,Full,vmxnet3,1.5.3,0000:98:00.3,NIC 4 for host HQ-A-ESX-08-01
vmnic4,nic-host-1271-4,host-1271,00:50:56:3b:3d:a4,Up,25000,Full,vmxnet3,1.7.0,0000:66:00.4,NIC 5 for host HQ-A-ESX-08-01
vmnic5,nic-host-1271-5,host-1271,00:50:56:ea:81:25,Up,10000,Full,vmxnet3,1.9.3,0000:77:00.5,NIC 6 for host HQ-A-ESX-08-01
vmnic6,nic-host-1271-6,host-1271,00:50:56:43:84:a2,Up,25000,Full,vmxnet3,1.7.1,0000:24:00.6,NIC 7 for host HQ-A-ESX-08-01
vmnic7,nic-host-1271-7,host-1271,00:50:56:d9:4e:cf,Up,40000,Full,vmxnet3,1.8.7,0000:03:00.7,NIC 8 for host HQ-A-ESX-08-01
vmnic0,nic-host-1272-0,host-1272,00:50:56:f5:f5:15,Up,10000,Full,vmxnet3,1.5.7,0000:38:00.0,NIC 1 for host HQ-A-ESX-08-02
vmnic1,nic-host-1272-1,host-1272,00:50:56:fc:c9:cc,Up,25000,Full,vmxnet3,1.6.0,0000:96:00.1,NIC 2 for host HQ-A-ESX-08-02
vmnic2,nic-host-1272-2,host-1272,00:50:56:ca:d9:43,Up,25000,Full,vmxnet3,1.5.9,0000:64:00.2,NIC 3 for host HQ-A-ESX-08-02
vmnic3,nic-host-1272-3,host-1272,00:50:56:7b:0a:9c,Up,40000,Full,vmxnet3,1.9.4,0000:36:00.3,NIC 4 for host HQ-A-ESX-08-02
vmnic4,nic-host-1272-4,host-1272,00:50:56:22:fa:43,Up,10000,Full,vmxnet3,1.5.1,0000:77:00.4,NIC 5 for host HQ-A-ESX-08-02
vmnic5,nic-host-1272-5,host-1272,00:50:56:e9:e6:ee,Up,10000,Full,vmxnet3,1.3.9,0000:69:00.5,NIC 6 for host HQ-A-ESX-08-02
vmnic6,nic-host-1272-6,host-1272,00:50:56:c4:f0:e7,Up,10000,Full,vmxnet3,1.5.2,0000:51:00.6,NIC 7 for host HQ-A-ESX-08-02
vmnic7,nic-host-1272-7,host-1272,00:50:56:e8:2d:33,Up,25000,Full,vmxnet3,1.4.8,0000:85:00.7,NIC 8 for host HQ-A-ESX-08-02
vmnic0,nic-host-1273-0,host-1273,00:50:56:cc:a4:3e,Up,40000,Full,vmxnet3,1.7.2,0000:74:00.0,NIC 1 for host HQ-A-ESX-08-03
vmnic1,nic-host-1273-1,host-1273,00:50:56:0f:27:95,Up,40000,Full,vmxnet3,1.9.0,0000:14:00.1,NIC 2 for host HQ-A-ESX-08-03
vmnic2,nic-host-1273-2,host-1273,00:50:56:e7:57:e0,Up,40000,Full,vmxnet3,1.6.7,0000:11:00.2,NIC 3 for host HQ-A-ESX-08-03
vmnic3,nic-host-1273-3,host-1273,00:50:56:82:cc:22,Up,10000,Full,vmxnet3,1.7.3,0000:52:00.3,NIC 4 for host HQ-A-ESX-08-03
vmnic4,nic-host-1273-4,host-1273,00:50:56:1d:42:3d,Up,25000,Full,vmxnet3,1.4.0,0000:24:00.4,NIC 5 for host HQ-A-ESX-08-03
vmnic5,nic-host-1273-5,host-1273,00:50:56:b3:ad:55,Up,25000,Full,vmxnet3,1.4.0,0000:72:00.5,NIC 6 for host HQ-A-ESX-08-03
vmnic6,nic-host-1273-6,host-1273,00:50:56:ab:e8:13,Down,10000,Full,vmxnet3,1.4.3,0000:49:00.6,NIC 7 for host HQ-A-ESX-08-03
vmnic7,nic-host-1273-7,host-1273,00:50:56:e6:5f:16,Up,25000,Full,vmxnet3,1.5.9,0000:93:00.7,NIC 8 for host HQ-A-ESX-08-03
vmnic0,nic-host-1274-0,host-1274,00:50:56:60:4c:7a,Up,40000,Full,vmxnet3,1.7.6,0000:53:00.0,NIC 1 for host HQ-A-ESX-08-04
vmnic1,nic-host-1274-1,host-1274,00:50:56:2c:61:55,Down,25000,Full,vmxnet3,1.9.4,0000:37:00.1,NIC 2 for host HQ-A-ESX-08-04
vmnic2,nic-host-1274-2,host-1274,00:50:56:88:70:a1,Up,25000,Full,vmxnet3,1.4.6,0000:08:00.2,NIC 3 for host HQ-A-ESX-08-04
vmnic3,nic-host-1274-3,host-1274,00:50:56:51:dc:03,Up,40000,Full,vmxnet3,1.3.1,0000:85:00.3,NIC 4 for host HQ-A-ESX-08-04
vmnic4,nic-host-1274-4,host-1274,00:50:56:bd:82:da,Up,10000,Full,vmxnet3,1.4.4,0000:93:00.4,NIC 5 for host HQ-A-ESX-08-04
vmnic5,nic-host-1274-5,host-1274,00:50:56:c2:9c:a7,Up,40000,Full,vmxnet3,1.7.6,0000:67:00.5,NIC 6 for host HQ-A-ESX-08-04
vmnic6,nic-host-1274-6,host-1274,00:50:56:aa:a4:01,Up,25000,Full,vmxnet3,1.9.7,0000:09:00.6,NIC 7 for host HQ-A-ESX-08-04
vmnic7,nic-host-1274-7,host-1274,00:50:56:ae:6d:b8,Up,25000,Full,vmxnet3,1.2.5,0000:71:00.7,NIC 8 for host HQ-A-ESX-08-04
vmnic0,nic-host-1275-0,host-1275,00:50:56:0f:db:14,Up,25000,Full,vmxnet3,1.1.3,0000:68:00.0,NIC 1 for host HQ-A-ESX-08-05
vmnic1,nic-host-1275-1,host-1275,00:50:56:26:bc:0d,Up,25000,Full,vmxnet3,1.3.5,0000:86:00.1,NIC 2 for host HQ-A-ESX-08-05
vmnic2,nic-host-1275-2,host-1275,00:50:56:7d:81:e2,Up,25000,Full,vmxnet3,1.6.9,0000:84:00.2,NIC 3 for host HQ-A-ESX-08-05
vmnic3,nic-host-1275-3,host-1275,00:50:56:f9:1c:5c,Up,25000,Full,vmxnet3,1.2.9,0000:41:00.3,NIC 4 for host HQ-A-ESX-08-05
vmnic4,nic-host-1275-4,host-1275,00:50:56:93:7e:c4,Up,25000,Full,vmxnet3,1.4.2,0000:18:00.4,NIC 5 for host HQ-A-ESX-08-05
vmnic5,nic-host-1275-5,host-1275,00:50:56:d4:c7:3e,Up,25000,Full,vmxnet3,1.9.4,0000:75:00.5,NIC 6 for host HQ-A-ESX-08-05
vmnic6,nic-host-1275-6,host-1275,00:50:56:70:f2:e6,Up,10000,Full,vmxnet3,1.3.1,0000:58:00.6,NIC 7 for host HQ-A-ESX-08-05
vmnic7,nic-host-1275-7,host-1275,00:50:56:01:36:d9,Up,40000,Full,vmxnet3,1.9.1,0000:50:00.7,NIC 8 for host HQ-A-ESX-08-05
vmnic0,nic-host-1276-0,host-1276,00:50:56:8c:ee:b2,Up,40000,Full,vmxnet3,1.6.0,0000:19:00.0,NIC 1 for host HQ-A-ESX-08-06
vmnic1,nic-host-1276-1,host-1276,00:50:56:5b:28:41,Up,25000,Full,vmxnet3,1.9.6,0000:17:00.1,NIC 2 for host HQ-A-ESX-08-06
vmnic2,nic-host-1276-2,host-1276,00:50:56:c7:23:10,Up,40000,Full,vmxnet3,1.7.3,0000:55:00.2,NIC 3 for host HQ-A-ESX-08-06
vmnic3,nic-host-1276-3,host-1276,00:50:56:50:96:1b,Up,10000,Full,vmxnet3,1.4.8,0000:04:00.3,NIC 4 for host HQ-A-ESX-08-06
vmnic4,nic-host-1276-4,host-1276,00:50:56:9b:8d:80,Up,10000,Full,vmxnet3,1.8.5,0000:59:00.4,NIC 5 for host HQ-A-ESX-08-06
vmnic5,nic-host-1276-5,host-1276,00:50:56:fa:37:6a,Up,40000,Full,vmxnet3,1.6.7,0000:94:00.5,NIC 6 for host HQ-A-ESX-08-06
vmnic6,nic-host-1276-6,host-1276,00:50:56:94:ba:83,Up,10000,Full,vmxnet3,1.9.1,0000:90:00.6,NIC 7 for host HQ-A-ESX-08-06
vmnic7,nic-host-1276-7,host-1276,00:50:56:01:7e:2d,Up,40000,Full,vmxnet3,1.1.1,0000:29:00.7,NIC 8 for host HQ-A-ESX-08-06
vmnic0,nic-host-1277-0,host-1277,00:50:56:b9:f4:fb,Up,40000,Full,vmxnet3,1.2.9,0000:96:00.0,NIC 1 for host HQ-A-ESX-08-07
vmnic1,nic-host-1277-1,host-1277,00:50:56:ee:eb:04,Up,40000,Full,vmxnet3,1.1.6,0000:14:00.1,NIC 2 for host HQ-A-ESX-08-07
vmnic2,nic-host-1277-2,host-1277,00:50:56:7b:d7:5d,Up,10000,Full,vmxnet3,1.1.1,0000:21:00.2,NIC 3 for host HQ-A-ESX-08-07
vmnic3,nic-host-1277-3,host-1277,00:50:56:73:06:fa,Up,25000,Full,vmxnet3,1.1.1,0000:62:00.3,NIC 4 for host HQ-A-ESX-08-07
vmnic4,nic-host-1277-4,host-1277,00:50:56:db:4c:62,Up,10000,Full,vmxnet3,1.6.7,0000:75:00.4,NIC 5 for host HQ-A-ESX-08-07
vmnic5,nic-host-1277-5,host-1277,00:50:56:df:90:c9,Up,10000,Full,vmxnet3,1.6.0,0000:40:00.5,NIC 6 for host HQ-A-ESX-08-07
vmnic6,nic-host-1277-6,host-1277,00:50:56:42:4b:16,Up,25000,Full,vmxnet3,1.6.3,0000:03:00.6,NIC 7 for host HQ-A-ESX-08-07
vmnic7,nic-host-1277-7,host-1277,00:50:56:27:23:0e,Up,25000,Full,vmxnet3,1.1.2,0000:51:00.7,NIC 8 for host HQ-A-ESX-08-07
vmnic0,nic-host-1278-0,host-1278,00:50:56:95:cb:f5,Up,25000,Full,vmxnet3,1.3.6,0000:33:00.0,NIC 1 for host HQ-A-ESX-08-08
vmnic1,nic-host-1278-1,host-1278,00:50:56:70:35:10,Down,40000,Full,vmxnet3,1.9.9,0000:00:00.1,NIC 2 for host HQ-A-ESX-08-08
vmnic2,nic-host-1278-2,host-1278,00:50:56:f0:0c:4e,Up,25000,Full,vmxnet3,1.1.0,0000:87:00.2,NIC 3 for host HQ-A-ESX-08-08
vmnic3,nic-host-1278-3,host-1278,00:50:56:38:44:f4,Up,10000,Full,vmxnet3,1.6.7,0000:48:00.3,NIC 4 for host HQ-A-ESX-08-08
vmnic4,nic-host-1278-4,host-1278,00:50:56:51:a7:9a,Up,10000,Full,vmxnet3,1.2.4,0000:80:00.4,NIC 5 for host HQ-A-ESX-08-08
vmnic5,nic-host-1278-5,host-1278,00:50:56:ed:39:f1,Up,10000,Full,vmxnet3,1.2.8,0000:22:00.5,NIC 6 for host HQ-A-ESX-08-08
vmnic6,nic-host-1278-6,host-1278,00:50:56:e0:90:17,Up,25000,Full,vmxnet3,1.1.0,0000:66:00.6,NIC 7 for host HQ-A-ESX-08-08
vmnic7,nic-host-1278-7,host-1278,00:50:56:38:7f:c3,Up,10000,Full,vmxnet3,1.8.6,0000:38:00.7,NIC 8 for host HQ-A-ESX-08-08
vmnic0,nic-host-1279-0,host-1279,00:50:56:ef:70:79,Up,25000,Full,vmxnet3,1.5.9,0000:54:00.0,NIC 1 for host HQ-A-ESX-08-09
vmnic1,nic-host-1279-1,host-1279,00:50:56:3d:80:df,Up,40000,Full,vmxnet3,1.3.8,0000:34:00.1,NIC 2 for host HQ-A-ESX-08-09
vmnic2,nic-host-1279-2,host-1279,00:50:56:21:0d:c9,Up,25000,Full,vmxnet3,1.9.6,0000:28:00.2,NIC 3 for host HQ-A-ESX-08-09
vmnic3,nic-host-1279-3,host-1279,00:50:56:30:77:cd,Down,10000,Full,vmxnet3,1.9.1,0000:94:00.3,NIC 4 for host HQ-A-ESX-08-09
vmnic4,nic-host-1279-4,host-1279,00:50:56:40:4f:88,Up,25000,Full,vmxnet3,1.2.5,0000:84:00.4,NIC 5 for host HQ-A-ESX-08-09
vmnic5,nic-host-1279-5,host-1279,00:50:56:49:ed:b1,Down,25000,Full,vmxnet3,1.8.6,0000:49:00.5,NIC 6 for host HQ-A-ESX-08-09
vmnic6,nic-host-1279-6,host-1279,00:50:56:87:db:1b,Down,10000,Full,vmxnet3,1.2.0,0000:12:00.6,NIC 7 for host HQ-A-ESX-08-09
vmnic7,nic-host-1279-7,host-1279,00:50:56:f8:f3:dc,Up,25000,Full,vmxnet3,1.8.7,0000:75:00.7,NIC 8 for host HQ-A-ESX-08-09
vmnic0,nic-host-1280-0,host-1280,00:50:56:be:8d:a7,Up,25000,Full,vmxnet3,1.5.4,0000:67:00.0,NIC 1 for host HQ-A-ESX-08-10
vmnic1,nic-host-1280-1,host-1280,00:50:56:ae:42:1b,Up,10000,Full,vmxnet3,1.8.4,0000:28:00.1,NIC 2 for host HQ-A-ESX-08-10
vmnic2,nic-host-1280-2,host-1280,00:50:56:a9:21:5a,Up,40000,Full,vmxnet3,1.9.4,0000:24:00.2,NIC 3 for host HQ-A-ESX-08-10
vmnic3,nic-host-1280-3,host-1280,00:50:56:f2:cc:4e,Up,40000,Full,vmxnet3,1.9.6,0000:68:00.3,NIC 4 for host HQ-A-ESX-08-10
vmnic4,nic-host-1280-4,host-1280,00:50:56:dc:1f:a8,Up,40000,Full,vmxnet3,1.7.0,0000:36:00.4,NIC 5 for host HQ-A-ESX-08-10
vmnic5,nic-host-1280-5,host-1280,00:50:56:c7:f2:5e,Up,40000,Full,vmxnet3,1.7.0,0000:94:00.5,NIC 6 for host HQ-A-ESX-08-10
vmnic6,nic-host-1280-6,host-1280,00:50:56:2e:90:5e,Up,10000,Full,vmxnet3,1.8.4,0000:68:00.6,NIC 7 for host HQ-A-ESX-08-10
vmnic7,nic-host-1280-7,host-1280,00:50:56:4e:63:6f,Up,25000,Full,vmxnet3,1.5.0,0000:46:00.7,NIC 8 for host HQ-A-ESX-08-10
vmnic0,nic-host-1281-0,host-1281,00:50:56:31:82:1b,Up,25000,Full,vmxnet3,1.4.6,0000:87:00.0,NIC 1 for host HQ-A-ESX-09-01
vmnic1,nic-host-1281-1,host-1281,00:50:56:b9:b7:18,Up,40000,Full,vmxnet3,1.9.2,0000:33:00.1,NIC 2 for host HQ-A-ESX-09-01
vmnic2,nic-host-1281-2,host-1281,00:50:56:e0:1e:39,Up,25000,Full,vmxnet3,1.3.6,0000:74:00.2,NIC 3 for host HQ-A-ESX-09-01
vmnic3,nic-host-1281-3,host-1281,00:50:56:3f:51:75,Up,10000,Full,vmxnet3,1.2.1,0000:65:00.3,NIC 4 for host HQ-A-ESX-09-01
vmnic4,nic-host-1281-4,host-1281,00:50:56:21:f3:e4,Up,10000,Full,vmxnet3,1.7.0,0000:37:00.4,NIC 5 for host HQ-A-ESX-09-01
vmnic5,nic-host-1281-5,host-1281,00:50:56:9f:cc:51,Down,25000,Full,vmxnet3,1.4.9,0000:26:00.5,NIC 6 for host HQ-A-ESX-09-01
vmnic6,nic-host-1281-6,host-1281,00:50:56:3e:32:97,Up,10000,Full,vmxnet3,1.1.7,0000:47:00.6,NIC 7 for host HQ-A-ESX-09-01
vmnic7,nic-host-1281-7,host-1281,00:50:56:27:5b:7a,Up,40000,Full,vmxnet3,1.9.6,0000:24:00.7,NIC 8 for host HQ-A-ESX-09-01
vmnic0,nic-host-1282-0,host-1282,00:50:56:d5:d3:25,Up,10000,Full,vmxnet3,1.9.2,0000:59:00.0,NIC 1 for host HQ-A-ESX-09-02
vmnic1,nic-host-1282-1,host-1282,00:50:56:e6:c3:33,Up,10000,Full,vmxnet3,1.9.2,0000:30:00.1,NIC 2 for host HQ-A-ESX-09-02
