vm_moref,guest_os_full,ip_addresses,hostname,uptime,tools_status,tools_version,guest_state,cpu_usage,memory_usage,notes
vm-2323,Windows Server 2019 Standard,10.10.63.156,hq-a-vm-mon-2323,14.33050289600084,Running Current,12365,Running,37,83,MON workload
vm-2324,Windows Server 2019 Standard,10.10.8.35,hq-a-vm-app-2324,303.96214787747067,Running Current,12365,Running,22,80,APP workload
vm-2325,Windows Server 2019 Standard,10.10.123.201,hq-a-vm-inf-2325,93.1357866859717,Running Current,12365,Running,67,51,INF workload
vm-2326,Windows Server 2019 Standard,10.10.231.137,hq-a-vm-db-2326,321.8764338956801,Running Current,12365,Running,33,81,DB workload
vm-2327,Windows Server 2019 Standard,10.10.169.56,hq-a-vm-web-2327,202.9203142627143,Running Current,12365,Stopped,78,65,WEB workload
vm-2328,Windows Server 2019 Standard,10.10.172.182,hq-a-vm-inf-2328,72.07891350303774,Running Current,12365,Running,42,52,INF workload
vm-2329,Windows Server 2019 Standard,10.10.21.166,hq-a-vm-mon-2329,157.55428306601598,Running Current,12365,Running,63,76,MON workload
vm-2330,Windows Server 2022 Standard,10.10.200.47,hq-a-vm-mon-2330,237.3392380246824,Running Current,12365,Running,59,61,MON workload
vm-2331,Windows Server 2022 Standard,10.10.71.241,hq-a-vm-web-2331,205.9415517035494,Running Current,12365,Running,50,64,WEB workload
vm-2332,Windows Server 2019 Standard,10.10.36.33,hq-a-vm-mon-2332,200.98927895173705,Running Current,12365,Running,41,46,MON workload
vm-2333,RHEL 8.6,10.10.133.33,hq-a-vm-web-2333,234.403845932785,Running Current,12365,Running,63,87,WEB workload
vm-2334,Windows Server 2019 Standard,10.10.149.61,hq-a-vm-mon-2334,24.19607586687881,Running Current,12365,Running,50,44,MON workload
vm-2335,Windows Server 2022 Standard,10.10.199.113,hq-a-vm-inf-2335,352.2611790354065,Running Current,12365,Running,21,76,INF workload
vm-2336,Windows Server 2022 Standard,10.10.230.232,hq-a-vm-inf-2336,68.14982519212681,Running Current,12365,Stopped,51,62,INF workload
vm-2337,Windows Server 2022 Standard,10.10.100.187,hq-a-vm-web-2337,355.2677395592408,Running Current,12365,Running,56,83,WEB workload
vm-2338,Windows Server 2019 Standard,10.10.211.92,hq-a-vm-db-2338,202.00506949976509,Running Current,12365,Running,33,89,DB workload
vm-2339,Windows Server 2022 Standard,10.10.170.162,hq-a-vm-app-2339,205.75859256777386,Running Current,12365,Running,33,62,APP workload
vm-2340,Windows Server 2022 Standard,10.10.242.162,hq-a-vm-svc-2340,181.18272616489557,Running Current,12365,Running,48,46,SVC workload
vm-2341,Windows Server 2019 Standard,10.10.250.169,hq-a-vm-svc-2341,239.74292127602087,Running Current,12365,Running,37,51,SVC workload
vm-2342,RHEL 8.6,10.10.119.70,hq-a-vm-svc-2342,362.1197531121722,Running Current,12365,Running,36,43,SVC workload
vm-2343,Windows Server 2019 Standard,10.10.99.202,hq-a-vm-inf-2343,119.38571656806116,Running Current,12365,Running,33,45,INF workload
vm-2344,Windows Server 2022 Standard,10.10.36.42,hq-a-vm-db-2344,395.21217418244146,Running Current,12365,Running,30,86,DB workload
vm-2345,Windows Server 2019 Standard,10.10.194.146,hq-a-vm-svc-2345,15.448716401213941,Running Current,12365,Running,55,59,SVC workload
vm-2346,Windows Server 2019 Standard,10.10.88.51,hq-a-vm-web-2346,275.28570278985995,Running Current,12365,Running,55,67,WEB workload
vm-2347,RHEL 8.6,10.10.163.131,hq-a-vm-mon-2347,368.5360388298135,Running Current,12365,Running,39,50,MON workload
vm-2348,Windows Server 2019 Standard,10.10.47.35,hq-a-vm-inf-2348,62.06040705756252,Running Current,12365,Running,70,48,INF workload
vm-2349,Windows Server 2019 Standard,10.10.80.245,hq-a-vm-web-2349,284.60861646826476,Running Current,12365,Running,27,47,WEB workload
vm-2350,Windows Server 2019 Standard,10.10.6.33,hq-a-vm-db-2350,141.2167804872269,Running Current,12365,Running,30,84,DB workload
vm-2351,Ubuntu 20.04 LTS,10.10.17.195,hq-a-vm-web-2351,344.6411388472535,Running Current,12365,Running,26,40,WEB workload
vm-2352,Windows Server 2019 Standard,10.10.249.36,hq-a-vm-inf-2352,395.11229591153295,Running Current,12365,Running,77,49,INF workload
vm-2353,Windows Server 2022 Standard,10.10.47.127,hq-a-vm-inf-2353,292.1557697124657,Running Current,12365,Running,25,76,INF workload
vm-2354,Windows Server 2019 Standard,10.10.240.166,hq-a-vm-inf-2354,87.06874471139437,Running Current,12365,Running,65,82,INF workload
vm-2355,Windows Server 2019 Standard,10.10.65.168,hq-a-vm-mon-2355,137.67172403083495,Running Current,12365,Running,71,46,MON workload
vm-2356,Windows Server 2019 Standard,10.10.221.188,hq-a-vm-web-2356,26.490282998003376,Running Current,12365,Stopped,62,89,WEB workload
vm-2357,Ubuntu 20.04 LTS,10.10.211.168,hq-a-vm-svc-2357,282.6554788959166,Running Current,12365,Running,69,43,SVC workload
vm-2358,Windows Server 2019 Standard,10.10.164.189,hq-a-vm-web-2358,24.996433494603107,Running Current,12365,Running,34,89,WEB workload
vm-2359,Ubuntu 20.04 LTS,10.10.145.245,hq-a-vm-svc-2359,173.36212203329342,Running Current,12365,Running,60,53,SVC workload
vm-2360,Ubuntu 20.04 LTS,10.10.116.165,hq-a-vm-mon-2360,209.62094248954133,Running Current,12365,Running,22,70,MON workload
vm-2361,Ubuntu 20.04 LTS,10.10.195.38,hq-a-vm-db-2361,251.6080363570852,Running Current,12365,Running,56,50,DB workload
vm-2362,Ubuntu 20.04 LTS,10.10.2.125,hq-a-vm-mon-2362,252.94213873957816,Running Current,12365,Running,64,75,MON workload
vm-2363,Windows Server 2019 Standard,10.10.229.118,hq-a-vm-web-2363,375.17871255291055,Running Current,12365,Running,64,80,WEB workload
vm-2364,Ubuntu 20.04 LTS,10.10.29.139,hq-a-vm-svc-2364,178.8993211981075,Running Current,12365,Running,62,87,SVC workload
vm-2365,Windows Server 2019 Standard,10.10.108.105,hq-a-vm-mon-2365,258.58923281580167,Running Current,12365,Running,28,69,MON workload
vm-2366,RHEL 8.6,10.10.218.95,hq-a-vm-inf-2366,220.9233027363587,Running Current,12365,Running,41,60,INF workload
vm-2367,Windows Server 2019 Standard,10.10.125.172,hq-a-vm-db-2367,160.05158509041436,Running Current,12365,Running,65,63,DB workload
vm-2368,Windows Server 2019 Standard,10.10.96.216,hq-a-vm-web-2368,167.67560862288423,Running Current,12365,Running,63,90,WEB workload
vm-2369,Windows Server 2022 Standard,10.10.125.196,hq-a-vm-db-2369,221.54435315409484,Running Current,12365,Stopped,53,67,DB workload
vm-2370,Windows Server 2019 Standard,10.10.186.136,hq-a-vm-svc-2370,244.38113761638851,Running Current,12365,Running,28,62,SVC workload
vm-2371,Windows Server 2022 Standard,10.10.166.135,hq-a-vm-web-2371,3.291607711279803,Running Current,12365,Stopped,80,62,WEB workload
vm-2372,Ubuntu 20.04 LTS,10.10.60.20,hq-a-vm-db-2372,63.25925497848701,Running Current,12365,Running,28,86,DB workload
vm-2373,Windows Server 2019 Standard,10.10.64.218,hq-a-vm-svc-2373,325.6892770009565,Running Current,12365,Running,37,65,SVC workload
vm-2374,Windows Server 2022 Standard,10.10.211.50,hq-a-vm-db-2374,365.8253068009854,Running Current,12365,Running,39,65,DB workload
vm-2375,Windows Server 2022 Standard,10.10.67.167,hq-a-vm-app-2375,280.96853774377394,Running Current,12365,Stopped,59,61,APP workload
vm-2376,Windows Server 2019 Standard,10.10.156.200,hq-a-vm-web-2376,305.12068509095315,Running Current,12365,Running,38,52,WEB workload
vm-2377,Windows Server 2022 Standard,10.10.227.109,hq-a-vm-web-2377,184.23312049193115,Running Current,12365,Running,59,90,WEB workload
vm-2378,Windows Server 2019 Standard,10.10.234.191,hq-a-vm-mon-2378,335.0165944661828,Running Current,12365,Running,27,59,MON workload
vm-2379,Windows Server 2019 Standard,10.10.103.234,hq-a-vm-db-2379,143.45949223952104,Running Current,12365,Running,20,83,DB workload
vm-2380,Windows Server 2019 Standard,10.10.169.228,hq-a-vm-inf-2380,62.96595477887498,Running Current,12365,Running,25,61,INF workload
vm-2381,Windows Server 2019 Standard,10.10.86.72,hq-a-vm-web-2381,140.64624116696507,Running Current,12365,Running,80,40,WEB workload
vm-2382,Ubuntu 20.04 LTS,10.10.25.241,hq-a-vm-web-2382,353.4479514411328,Running Current,12365,Running,34,75,WEB workload
vm-2383,Windows Server 2019 Standard,10.10.28.27,hq-a-vm-db-2383,4.884456995513984,Running Current,12365,Running,73,43,DB workload
vm-2384,Ubuntu 20.04 LTS,10.10.125.42,hq-a-vm-app-2384,315.8093458254626,Running Current,12365,Running,34,66,APP workload
vm-2385,Windows Server 2022 Standard,10.10.55.92,hq-a-vm-mon-2385,216.43615926742712,Running Current,12365,Running,49,42,MON workload
vm-2386,Ubuntu 20.04 LTS,10.10.3.205,hq-a-vm-inf-2386,211.9172573750573,Running Current,12365,Running,42,45,INF workload
vm-2387,Windows Server 2019 Standard,10.10.174.210,hq-a-vm-svc-2387,315.16993335475684,Running Current,12365,Running,62,73,SVC workload
vm-2388,Windows Server 2022 Standard,10.10.196.249,hq-a-vm-db-2388,370.11562749437917,Running Current,12365,Running,57,74,DB workload
vm-2389,Windows Server 2019 Standard,10.10.48.65,hq-a-vm-web-2389,43.53521273751688,Running Current,12365,Running,33,48,WEB workload
vm-2390,Windows Server 2019 Standard,10.10.103.53,hq-a-vm-db-2390,5.353920412089716,Running Current,12365,Running,55,80,DB workload
vm-2391,Windows Server 2019 Standard,10.10.161.179,hq-a-vm-app-2391,161.2089574519957,Running Current,12365,Running,52,87,APP workload
vm-2392,RHEL 8.6,10.10.214.23,hq-a-vm-web-2392,168.29541152560762,Running Current,12365,Running,57,90,WEB workload
vm-2393,Windows Server 2019 Standard,10.10.95.69,hq-a-vm-inf-2393,293.61076547166,Running Current,12365,Running,75,57,INF workload
vm-2394,Windows Server 2022 Standard,10.10.133.222,hq-a-vm-svc-2394,154.44221861008813,Running Current,12365,Stopped,40,73,SVC workload
vm-2395,Windows Server 2019 Standard,10.10.137.105,hq-a-vm-inf-2395,218.9710813050588,Running Current,12365,Running,51,88,INF workload
vm-2396,Windows Server 2022 Standard,10.10.225.120,hq-a-vm-svc-2396,320.56173882598625,Running Current,12365,Running,55,86,SVC workload
vm-2397,Windows Server 2019 Standard,10.10.135.216,hq-a-vm-inf-2397,47.37969697529848,Running Current,12365,Running,68,88,INF workload
vm-2398,Ubuntu 20.04 LTS,10.10.89.34,hq-a-vm-web-2398,382.50848120604616,Running Current,12365,Running,34,53,WEB workload
vm-2399,Windows Server 2019 Standard,10.10.245.128,hq-a-vm-web-2399,259.5085889932099,Running Current,12365,Running,67,48,WEB workload
vm-2400,Windows Server 2019 Standard,10.10.168.23,hq-a-vm-app-2400,258.7692243577559,Running Current,12365,Stopped,69,64,APP workload
vm-2401,Ubuntu 20.04 LTS,10.10.7.141,hq-a-vm-web-2401,383.73990799186095,Running Current,12365,Running,52,53,WEB workload
vm-2402,Windows Server 2019 Standard,10.10.70.64,hq-a-vm-inf-2402,326.15875809968543,Running Current,12365,Running,41,74,INF workload
vm-2403,Windows Server 2019 Standard,10.10.14.35,hq-a-vm-svc-2403,100.78249169610062,Running Current,12365,Running,42,56,SVC workload
vm-2404,Windows Server 2019 Standard,10.10.38.184,hq-a-vm-inf-2404,26.814469969034988,Running Current,12365,Running,47,40,INF workload
vm-2405,Ubuntu 20.04 LTS,10.10.49.132,hq-a-vm-db-2405,71.81797877974613,Running Current,12365,Running,32,48,DB workload
vm-2406,Windows Server 2019 Standard,10.10.9.140,hq-a-vm-db-2406,15.617526729050429,Running Current,12365,Running,64,76,DB workload
vm-2407,Windows Server 2022 Standard,10.10.201.173,hq-a-vm-svc-2407,18.2833885249544,Running Current,12365,Running,32,41,SVC workload
vm-2408,Windows Server 2019 Standard,10.10.202.238,hq-a-vm-svc-2408,319.68960008159297,Running Current,12365,Running,32,46,SVC workload
vm-2409,Windows Server 2019 Standard,10.10.38.81,hq-a-vm-db-2409,226.66026024017208,Running Current,12365,Running,76,87,DB workload
vm-2410,Windows Server 2019 Standard,10.10.24.179,hq-a-vm-svc-2410,221.16827639692144,Running Current,12365,Running,20,81,SVC workload
vm-2411,RHEL 8.6,10.10.54.144,hq-a-vm-web-2411,385.72857427048,Running Current,12365,Running,60,71,WEB workload
vm-2412,Windows Server 2019 Standard,10.10.131.203,hq-a-vm-web-2412,245.91546051647887,Running Current,12365,Running,66,42,WEB workload
vm-2413,RHEL 8.6,10.10.237.104,hq-a-vm-mon-2413,228.27397265683803,Running Current,12365,Running,36,80,MON workload
vm-2414,Windows Server 2019 Standard,10.10.212.140,hq-a-vm-db-2414,42.044327129965374,Running Current,12365,Running,30,81,DB workload
vm-2415,Windows Server 2019 Standard,10.10.111.242,hq-a-vm-app-2415,5.563133001002303,Running Current,12365,Running,35,90,APP workload
vm-2416,RHEL 8.6,10.10.202.210,hq-a-vm-web-2416,374.75868681874715,Running Current,12365,Running,37,53,WEB workload
vm-2417,Windows Server 2019 Standard,10.10.215.157,hq-a-vm-svc-2417,259.9392994650748,Running Current,12365,Running,37,66,SVC workload
vm-2418,Ubuntu 20.04 LTS,10.10.14.246,hq-a-vm-svc-2418,234.69989094610276,Running Current,12365,Running,68,73,SVC workload
vm-2419,RHEL 8.6,10.10.205.184,hq-a-vm-app-2419,92.14469093928666,Running Current,12365,Stopped,77,51,APP workload
vm-2420,Ubuntu 20.04 LTS,10.10.167.10,hq-a-vm-app-2420,240.76003247058455,Running Current,12365,Running,77,79,APP workload
vm-2421,Windows Server 2019 Standard,10.10.119.136,hq-a-vm-web-2421,339.57198155226286,Running Current,12365,Running,71,66,WEB workload
vm-2422,Windows Server 2019 Standard,10.10.19.169,hq-a-vm-svc-2422,240.07036610546896,Running Current,12365,Running,80,63,SVC workload
vm-2423,Windows Server 2019 Standard,10.10.113.210,hq-a-vm-db-2423,161.15999318407256,Running Current,12365,Running,41,84,DB workload
vm-2424,Windows Server 2019 Standard,10.10.14.140,hq-a-vm-db-2424,392.26627032587885,Running Current,12365,Running,42,81,DB workload
vm-2425,Windows Server 2022 Standard,10.10.34.22,hq-a-vm-svc-2425,163.0303699048525,Running Current,12365,Running,66,59,SVC workload
vm-2426,Windows Server 2022 Standard,10.10.34.25,hq-a-vm-app-2426,57.859980150321995,Running Current,12365,Running,38,64,APP workload
vm-2427,Windows Server 2019 Standard,10.10.36.91,hq-a-vm-mon-2427,185.5133559325184,Running Current,12365,Running,76,70,MON workload
vm-2428,Ubuntu 20.04 LTS,10.10.123.88,hq-a-vm-db-2428,315.891186228278,Running Current,12365,Running,58,45,DB workload
vm-2429,Windows Server 2019 Standard,10.10.109.143,hq-a-vm-db-2429,30.133206283434582,Running Current,12365,Running,46,57,DB workload
vm-2430,Windows Server 2019 Standard,10.10.48.179,hq-a-vm-web-2430,35.66311849908847,Running Current,12365,Running,20,78,WEB workload
vm-2431,Ubuntu 20.04 LTS,10.10.220.199,hq-a-vm-db-2431,124.48434623407009,Running Current,12365,Running,41,62,DB workload
vm-2432,Windows Server 2019 Standard,10.10.51.214,hq-a-vm-app-2432,78.08340075888208,Running Current,12365,Running,23,82,APP workload
vm-2433,RHEL 8.6,10.10.20.150,hq-a-vm-svc-2433,363.89303824026445,Running Current,12365,Running,26,89,SVC workload
vm-2434,RHEL 8.6,10.10.140.168,hq-a-vm-web-2434,367.34829546431206,Running Current,12365,Running,32,85,WEB workload
vm-2435,Windows Server 2019 Standard,10.10.222.36,hq-a-vm-db-2435,244.71147166751356,Running Current,12365,Running,78,67,DB workload
vm-2436,Windows Server 2019 Standard,10.10.224.199,hq-a-vm-web-2436,285.61921653804296,Running Current,12365,Running,55,78,WEB workload
vm-2437,Windows Server 2019 Standard,10.10.202.101,hq-a-vm-inf-2437,134.87952265568174,Running Current,12365,Running,73,40,INF workload
vm-2438,Windows Server 2022 Standard,10.10.244.23,hq-a-vm-svc-2438,21.907655753484477,Running Current,12365,Running,75,69,SVC workload
vm-2439,Windows Server 2019 Standard,10.10.216.242,hq-a-vm-mon-2439,162.58302640952328,Running Current,12365,Running,58,83,MON workload
vm-2440,Windows Server 2022 Standard,10.10.149.205,hq-a-vm-web-2440,26.730304643051404,Running Current,12365,Running,67,58,WEB workload
vm-2441,Ubuntu 20.04 LTS,10.10.22.131,hq-a-vm-svc-2441,164.7161083748546,Running Current,12365,Running,39,89,SVC workload
vm-2442,Windows Server 2022 Standard,10.10.142.248,hq-a-vm-app-2442,309.81165700854734,Running Current,12365,Running,20,42,APP workload
vm-2443,Windows Server 2022 Standard,10.10.106.242,hq-a-vm-web-2443,361.96767426783987,Running Current,12365,Running,60,62,WEB workload
vm-2444,Windows Server 2019 Standard,10.10.83.222,hq-a-vm-db-2444,152.46932605429419,Running Current,12365,Stopped,57,42,DB workload
vm-2445,Windows Server 2019 Standard,10.10.196.3,hq-a-vm-app-2445,192.40016965036904,Running Current,12365,Running,66,83,APP workload
vm-2446,Windows Server 2019 Standard,10.10.207.34,hq-a-vm-inf-2446,73.8768553313115,Running Current,12365,Running,69,67,INF workload
vm-2447,Windows Server 2019 Standard,10.10.56.57,hq-a-vm-svc-2447,97.39526159168857,Running Current,12365,Running,32,85,SVC workload
vm-2448,RHEL 8.6,10.10.182.68,hq-a-vm-inf-2448,318.44050482719985,Running Current,12365,Running,55,81,INF workload
vm-2449,Windows Server 2022 Standard,10.10.115.250,hq-a-vm-inf-2449,94.47892660049922,Running Current,12365,Running,49,68,INF workload
vm-2450,Windows Server 2022 Standard,10.10.237.161,hq-a-vm-web-2450,140.87271414122884,Running Current,12365,Running,62,71,WEB workload
vm-2451,RHEL 8.6,10.10.177.192,hq-a-vm-mon-2451,192.4983609811594,Running Current,12365,Running,76,70,MON workload
vm-2452,Ubuntu 20.04 LTS,10.10.13.125,hq-a-vm-web-2452,190.14296324168606,Running Current,12365,Running,54,53,WEB workload
vm-2453,Ubuntu 20.04 LTS,10.10.233.217,hq-a-vm-svc-2453,107.00941095700543,Running Current,12365,Running,60,64,SVC workload
vm-2454,Ubuntu 20.04 LTS,10.10.23.2,hq-a-vm-inf-2454,361.0847675446306,Running Current,12365,Running,20,48,INF workload
vm-2455,Windows Server 2022 Standard,10.10.37.247,hq-a-vm-db-2455,265.30400621890624,Running Current,12365,Stopped,48,66,DB workload
vm-2456,Windows Server 2019 Standard,10.10.249.127,hq-a-vm-mon-2456,61.98918387092735,Running Current,12365,Running,50,60,MON workload
vm-2457,Ubuntu 20.04 LTS,10.10.221.77,hq-a-vm-db-2457,263.75432837819477,Running Current,12365,Running,71,76,DB workload
vm-2458,Windows Server 2022 Standard,10.10.229.72,hq-a-vm-app-2458,245.72237223639704,Running Current,12365,Running,31,43,APP workload
vm-2459,RHEL 8.6,10.10.156.124,hq-a-vm-svc-2459,19.935443730911807,Running Current,12365,Running,34,41,SVC workload
vm-2460,Windows Server 2019 Standard,10.10.112.154,hq-a-vm-web-2460,34.63191459443879,Running Current,12365,Running,54,62,WEB workload
vm-2461,Windows Server 2019 Standard,10.10.15.200,hq-a-vm-app-2461,272.8991325983707,Running Current,12365,Running,34,71,APP workload
vm-2462,Windows Server 2019 Standard,10.10.93.236,hq-a-vm-app-2462,70.80792654415463,Running Current,12365,Stopped,53,72,APP workload
vm-2463,RHEL 8.6,10.10.129.73,hq-a-vm-web-2463,356.2658233862694,Running Current,12365,Running,56,56,WEB workload
vm-2464,Windows Server 2019 Standard,10.10.203.192,hq-a-vm-db-2464,184.94149807316225,Running Current,12365,Running,38,74,DB workload
vm-2465,RHEL 8.6,10.10.152.72,hq-a-vm-svc-2465,112.48467672897917,Running Current,12365,Running,20,61,SVC workload
vm-2466,Ubuntu 20.04 LTS,10.10.158.207,hq-a-vm-web-2466,272.5113826045017,Running Current,12365,Running,52,67,WEB workload
vm-2467,Ubuntu 20.04 LTS,10.10.220.76,hq-a-vm-svc-2467,79.23342842255113,Running Current,12365,Running,36,86,SVC workload
vm-2468,Windows Server 2022 Standard,10.10.27.47,hq-a-vm-app-2468,376.14081762805307,Running Current,12365,Running,25,63,APP workload
vm-2469,Windows Server 2019 Standard,10.10.183.221,hq-a-vm-app-2469,130.66692037862913,Running Current,12365,Running,39,55,APP workload
vm-2470,Windows Server 2019 Standard,10.10.153.240,hq-a-vm-mon-2470,366.4706780566221,Running Current,12365,Running,21,65,MON workload
vm-2471,Ubuntu 20.04 LTS,10.10.84.33,hq-a-vm-app-2471,178.6833782521777,Running Current,12365,Running,35,52,APP workload
vm-2472,Windows Server 2019 Standard,10.10.183.106,hq-a-vm-db-2472,112.29146995346731,Running Current,12365,Running,59,75,DB workload
vm-2473,Windows Server 2019 Standard,10.10.2.151,hq-a-vm-mon-2473,156.18516777331783,Running Current,12365,Running,26,72,MON workload
vm-2474,Windows Server 2022 Standard,10.10.244.200,hq-a-vm-web-2474,377.5231101843327,Running Current,12365,Stopped,36,47,WEB workload
vm-2475,Windows Server 2022 Standard,10.10.168.174,hq-a-vm-web-2475,291.2869960318043,Running Current,12365,Running,64,64,WEB workload
vm-2476,Ubuntu 20.04 LTS,10.10.96.215,hq-a-vm-svc-2476,304.7124660464673,Running Current,12365,Running,38,77,SVC workload
vm-2477,Ubuntu 20.04 LTS,10.10.73.133,hq-a-vm-app-2477,54.36587840777341,Running Current,12365,Running,55,73,APP workload
vm-2478,Windows Server 2019 Standard,10.10.144.21,hq-a-vm-svc-2478,284.70384002716776,Running Current,12365,Running,23,61,SVC workload
vm-2479,Ubuntu 20.04 LTS,10.10.83.44,hq-a-vm-web-2479,220.23510049809101,Running Current,12365,Running,79,69,WEB workload
vm-2480,Windows Server 2019 Standard,10.10.149.101,hq-a-vm-inf-2480,225.38962816623473,Running Current,12365,Running,26,79,INF workload
vm-2481,Windows Server 2022 Standard,10.10.66.190,hq-a-vm-svc-2481,333.3776912632177,Running Current,12365,Running,32,79,SVC workload
vm-2482,Windows Server 2022 Standard,10.10.181.91,hq-a-vm-mon-2482,46.81788933426543,Running Current,12365,Running,41,49,MON workload
vm-2483,Windows Server 2022 Standard,10.10.21.60,hq-a-vm-mon-2483,83.54368852141674,Running Current,12365,Stopped,49,67,MON workload
vm-2484,Ubuntu 20.04 LTS,10.10.103.184,hq-a-vm-db-2484,125.16618492337345,Running Current,12365,Running,20,73,DB workload
vm-2485,Windows Server 2022 Standard,10.10.15.234,hq-a-vm-db-2485,280.15872381829655,Running Current,12365,Running,77,57,DB workload
vm-2486,Windows Server 2022 Standard,10.10.40.131,hq-a-vm-web-2486,220.21706121853222,Running Current,12365,Running,45,63,WEB workload
vm-2487,Windows Server 2019 Standard,10.10.186.35,hq-a-vm-inf-2487,100.00171835570306,Running Current,12365,Running,42,76,INF workload
vm-2488,Windows Server 2022 Standard,10.10.55.101,hq-a-vm-app-2488,209.65209896647812,Running Current,12365,Stopped,43,64,APP workload
vm-2489,Ubuntu 20.04 LTS,10.10.114.132,hq-a-vm-mon-2489,97.22312036388283,Running Current,12365,Running,60,47,MON workload
vm-2490,Ubuntu 20.04 LTS,10.10.212.137,hq-a-vm-app-2490,80.35125407440079,Running Current,12365,Stopped,23,86,APP workload
vm-2491,Windows Server 2022 Standard,10.10.28.188,hq-a-vm-db-2491,139.71580987802554,Running Current,12365,Running,59,49,DB workload
vm-2492,Windows Server 2022 Standard,10.10.60.207,hq-a-vm-app-2492,299.7716647254767,Running Current,12365,Running,74,71,APP workload
vm-2493,Ubuntu 20.04 LTS,10.10.100.27,hq-a-vm-svc-2493,193.43128462771435,Running Current,12365,Running,36,84,SVC workload
vm-2494,Windows Server 2019 Standard,10.10.181.244,hq-a-vm-app-2494,242.0679804974381,Running Current,12365,Running,36,85,APP workload
vm-2495,RHEL 8.6,10.10.126.153,hq-a-vm-svc-2495,117.81695340772055,Running Current,12365,Running,37,80,SVC workload
vm-2496,Windows Server 2022 Standard,10.10.185.112,hq-a-vm-db-2496,232.26808627005042,Running Current,12365,Running,22,63,DB workload
vm-2497,Ubuntu 20.04 LTS,10.10.116.62,hq-a-vm-web-2497,182.11640895282477,Running Current,12365,Running,24,80,WEB workload
vm-2498,RHEL 8.6,10.10.237.197,hq-a-vm-db-2498,259.6595946691715,Running Current,12365,Running,28,90,DB workload
vm-2499,RHEL 8.6,10.10.206.115,hq-a-vm-inf-2499,131.96257494428224,Running Current,12365,Stopped,62,66,INF workload
vm-2500,Ubuntu 20.04 LTS,10.10.209.38,hq-a-vm-mon-2500,225.8188674847049,Running Current,12365,Running,58,61,MON workload
vm-2501,Windows Server 2019 Standard,10.10.18.218,hq-a-vm-db-2501,324.86238731938295,Running Current,12365,Running,34,57,DB workload
vm-2502,Windows Server 2019 Standard,10.10.188.147,hq-a-vm-db-2502,196.7859183650002,Running Current,12365,Running,75,55,DB workload
vm-2503,Windows Server 2019 Standard,10.10.238.111,hq-a-vm-svc-2503,353.78366382675506,Running Current,12365,Running,22,77,SVC workload
vm-2504,Windows Server 2022 Standard,10.10.124.14,hq-a-vm-inf-2504,104.1590803052366,Running Current,12365,Running,43,50,INF workload
vm-2505,Windows Server 2019 Standard,10.10.226.117,hq-a-vm-svc-2505,264.15675843033324,Running Current,12365,Running,43,79,SVC workload
vm-2506,Windows Server 2019 Standard,10.10.34.126,hq-a-vm-app-2506,367.42194666610374,Running Current,12365,Running,25,48,APP workload
vm-2507,Windows Server 2019 Standard,10.10.251.21,hq-a-vm-inf-2507,35.559948514563494,Running Current,12365,Stopped,60,60,INF workload
vm-2508,Windows Server 2022 Standard,10.10.40.103,hq-a-vm-inf-2508,239.70386185273082,Running Current,12365,Stopped,64,84,INF workload
vm-2509,Windows Server 2019 Standard,10.10.245.157,hq-a-vm-app-2509,344.51806689343886,Running Current,12365,Running,26,81,APP workload
vm-2510,Windows Server 2022 Standard,10.10.39.136,hq-a-vm-svc-2510,236.72461915788563,Running Current,12365,Running,70,59,SVC workload
vm-2511,RHEL 8.6,10.10.225.234,hq-a-vm-db-2511,255.77778734524844,Running Current,12365,Running,59,67,DB workload
vm-2512,Windows Server 2019 Standard,10.10.216.100,hq-a-vm-web-2512,399.0262906139285,Running Current,12365,Running,34,78,WEB workload
vm-2513,Windows Server 2022 Standard,10.10.79.249,hq-a-vm-svc-2513,72.44088069156815,Running Current,12365,Running,20,78,SVC workload
vm-2514,Windows Server 2022 Standard,10.10.47.10,hq-a-vm-web-2514,241.22706422731292,Running Current,12365,Running,53,43,WEB workload
vm-2515,Windows Server 2019 Standard,10.10.17.155,hq-a-vm-web-2515,234.56741701921987,Running Current,12365,Running,75,76,WEB workload
vm-2516,Windows Server 2022 Standard,10.10.119.73,hq-a-vm-app-2516,342.24787287965785,Running Current,12365,Running,49,52,APP workload
vm-2517,Windows Server 2022 Standard,10.10.13.198,hq-a-vm-web-2517,231.1259780455673,Running Current,12365,Running,24,67,WEB workload
vm-2518,Ubuntu 20.04 LTS,10.10.39.14,hq-a-vm-svc-2518,339.99782254209936,Running Current,12365,Running,61,69,SVC workload
vm-2519,RHEL 8.6,10.10.180.164,hq-a-vm-svc-2519,357.9521780875118,Running Current,12365,Running,49,90,SVC workload
vm-2520,Windows Server 2022 Standard,10.10.124.56,hq-a-vm-svc-2520,387.3901428574248,Running Current,12365,Running,58,73,SVC workload
vm-2521,Windows Server 2019 Standard,10.10.97.200,hq-a-vm-inf-2521,254.2866663026228,Running Current,12365,Running,23,76,INF workload
vm-2522,Ubuntu 20.04 LTS,10.10.12.96,hq-a-vm-app-2522,136.38529428417579,Running Current,12365,Running,27,71,APP workload
vm-2523,Windows Server 2019 Standard,10.10.142.210,hq-a-vm-app-2523,224.9990381267891,Running Current,12365,Running,39,67,APP workload
vm-2524,RHEL 8.6,10.10.207.204,hq-a-vm-mon-2524,119.70590279625031,Running Current,12365,Running,41,44,MON workload
