name,moref,parent_host,cluster_moref,vcenter_moref,guest_os,vm_version,cpu_count,memory_gb,disk_count,nic_count,ip_addresses,power_state,created_date,notes
HQ-A-VM-01-20-1675,vm-1675,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v19,4,16,2,1,10.10.12.216,poweredOn,2020-01-31 00:00:00,VM for DB workload
HQ-A-VM-01-20-1676,vm-1676,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v14,4,16,4,1,10.10.6.173,poweredOn,2022-03-17 00:00:00,VM for INF workload
HQ-A-VM-01-20-1677,vm-1677,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v18,2,32,2,1,10.10.119.203,poweredOn,2019-09-10 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1678,vm-1678,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v19,8,8,1,1,10.10.76.230,poweredOn,2020-02-26 00:00:00,VM for INF workload
HQ-A-VM-01-20-1679,vm-1679,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v16,8,32,2,3,10.10.29.161,poweredOn,2019-10-14 00:00:00,VM for SVC workload
HQ-A-VM-01-20-1680,vm-1680,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v14,4,4,4,1,10.10.138.222,poweredOn,2022-09-26 00:00:00,VM for MON workload
HQ-A-VM-01-20-1681,vm-1681,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v16,4,32,4,2,10.10.175.198,poweredOn,2024-12-09 00:00:00,VM for APP workload
HQ-A-VM-01-20-1682,vm-1682,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v15,16,32,1,1,10.10.232.134,poweredOn,2024-06-22 00:00:00,VM for DB workload
HQ-A-VM-01-20-1683,vm-1683,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v17,4,32,4,1,10.10.44.103,poweredOn,2019-09-09 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1684,vm-1684,host-1019,domain-c1000,vc-26d8de60,RHEL 8.6,v19,8,4,4,2,10.10.10.89,poweredOn,2020-01-30 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1685,vm-1685,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v16,8,32,1,2,10.10.126.15,poweredOn,2024-01-21 00:00:00,VM for APP workload
HQ-A-VM-01-20-1686,vm-1686,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v17,2,8,3,2,10.10.107.125,poweredOn,2021-05-16 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1687,vm-1687,host-1019,domain-c1000,vc-26d8de60,RHEL 8.6,v17,4,4,4,4,10.10.241.162,poweredOn,2019-11-24 00:00:00,VM for DB workload
HQ-A-VM-01-20-1688,vm-1688,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v17,8,16,4,1,10.10.177.83,poweredOn,2022-04-07 00:00:00,VM for APP workload
HQ-A-VM-01-20-1689,vm-1689,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v19,8,16,2,2,10.10.10.53,poweredOn,2023-11-24 00:00:00,VM for DB workload
HQ-A-VM-01-20-1690,vm-1690,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v18,2,16,2,1,10.10.223.208,poweredOn,2023-12-12 00:00:00,VM for DB workload
HQ-A-VM-01-20-1691,vm-1691,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v15,2,32,4,3,10.10.83.29,poweredOn,2020-06-09 00:00:00,VM for SVC workload
HQ-A-VM-01-20-1692,vm-1692,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v18,2,16,2,2,10.10.227.219,poweredOn,2019-12-07 00:00:00,VM for DB workload
HQ-A-VM-01-20-1693,vm-1693,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v14,16,32,1,1,10.10.189.202,poweredOn,2019-10-17 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1694,vm-1694,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v16,4,64,1,2,10.10.168.10,poweredOff,2022-05-03 00:00:00,VM for DB workload
HQ-A-VM-01-20-1695,vm-1695,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v15,2,8,1,3,10.10.87.91,poweredOn,2019-11-18 00:00:00,VM for APP workload
HQ-A-VM-01-20-1696,vm-1696,host-1019,domain-c1000,vc-26d8de60,RHEL 8.6,v19,2,8,2,1,10.10.26.105,poweredOn,2022-06-25 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1697,vm-1697,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v18,8,64,3,1,10.10.15.231,poweredOn,2020-06-23 00:00:00,VM for MON workload
HQ-A-VM-01-20-1698,vm-1698,host-1019,domain-c1000,vc-26d8de60,RHEL 8.6,v16,2,16,3,2,10.10.211.1,poweredOn,2024-06-21 00:00:00,VM for APP workload
HQ-A-VM-01-20-1699,vm-1699,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v18,8,4,2,4,10.10.193.153,poweredOff,2022-01-03 00:00:00,VM for APP workload
HQ-A-VM-01-20-1700,vm-1700,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v16,2,16,4,3,10.10.114.226,poweredOn,2023-12-06 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1701,vm-1701,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v17,2,16,1,2,10.10.74.167,poweredOff,2021-08-07 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1702,vm-1702,host-1019,domain-c1000,vc-26d8de60,Windows Server 2022 Standard,v17,8,32,4,2,10.10.233.204,poweredOn,2019-09-26 00:00:00,VM for APP workload
HQ-A-VM-01-20-1703,vm-1703,host-1019,domain-c1000,vc-26d8de60,RHEL 8.6,v16,4,4,2,2,10.10.153.23,poweredOff,2023-04-28 00:00:00,VM for DB workload
HQ-A-VM-01-20-1704,vm-1704,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v18,2,16,1,4,10.10.77.176,poweredOn,2022-09-06 00:00:00,VM for SVC workload
HQ-A-VM-01-20-1705,vm-1705,host-1019,domain-c1000,vc-26d8de60,Windows Server 2019 Standard,v18,8,32,2,1,10.10.151.17,poweredOn,2023-05-23 00:00:00,VM for WEB workload
HQ-A-VM-01-20-1706,vm-1706,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v14,4,16,2,4,10.10.214.94,poweredOn,2021-05-08 00:00:00,VM for DB workload
HQ-A-VM-01-20-1707,vm-1707,host-1019,domain-c1000,vc-26d8de60,Ubuntu 20.04 LTS,v16,2,4,3,3,10.10.248.42,poweredOn,2021-04-23 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1708,vm-1708,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,4,64,3,3,10.10.155.153,poweredOn,2023-09-21 00:00:00,VM for APP workload
HQ-A-VM-02-01-1709,vm-1709,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,4,32,4,2,10.10.57.193,poweredOn,2019-12-08 00:00:00,VM for APP workload
HQ-A-VM-02-01-1710,vm-1710,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,2,8,2,1,10.10.165.32,poweredOn,2022-08-10 00:00:00,VM for APP workload
HQ-A-VM-02-01-1711,vm-1711,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v15,4,16,3,3,10.10.133.115,poweredOn,2021-01-07 00:00:00,VM for DB workload
HQ-A-VM-02-01-1712,vm-1712,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,4,64,3,3,10.10.193.31,poweredOn,2021-04-23 00:00:00,VM for SVC workload
HQ-A-VM-02-01-1713,vm-1713,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,4,64,3,2,10.10.147.240,poweredOn,2022-07-01 00:00:00,VM for MON workload
HQ-A-VM-02-01-1714,vm-1714,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v16,2,8,2,4,10.10.184.173,poweredOn,2022-05-11 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1715,vm-1715,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,8,8,3,3,10.10.13.176,poweredOn,2023-10-16 00:00:00,VM for MON workload
HQ-A-VM-02-01-1716,vm-1716,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v15,2,4,2,1,10.10.195.69,poweredOff,2024-04-26 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1717,vm-1717,host-1020,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v14,8,4,3,2,10.10.26.249,poweredOff,2019-06-12 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1718,vm-1718,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v17,4,8,2,3,10.10.95.98,poweredOn,2022-07-19 00:00:00,VM for APP workload
HQ-A-VM-02-01-1719,vm-1719,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,2,8,1,1,10.10.131.245,poweredOn,2019-01-29 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1720,vm-1720,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v14,2,32,3,1,10.10.159.181,poweredOn,2019-08-19 00:00:00,VM for APP workload
HQ-A-VM-02-01-1721,vm-1721,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,8,16,2,4,10.10.178.103,poweredOn,2023-03-03 00:00:00,VM for APP workload
HQ-A-VM-02-01-1722,vm-1722,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,2,32,1,2,10.10.233.154,poweredOn,2020-02-08 00:00:00,VM for INF workload
HQ-A-VM-02-01-1723,vm-1723,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,8,32,1,4,10.10.31.241,poweredOn,2022-05-26 00:00:00,VM for DB workload
HQ-A-VM-02-01-1724,vm-1724,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,8,16,3,2,10.10.107.1,poweredOn,2022-12-09 00:00:00,VM for DB workload
HQ-A-VM-02-01-1725,vm-1725,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,2,32,4,1,10.10.240.176,poweredOn,2020-08-13 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1726,vm-1726,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v16,4,8,2,2,10.10.80.1,poweredOn,2021-05-28 00:00:00,VM for APP workload
HQ-A-VM-02-01-1727,vm-1727,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,16,16,2,2,10.10.246.116,poweredOn,2022-08-20 00:00:00,VM for APP workload
HQ-A-VM-02-01-1728,vm-1728,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v19,4,64,2,3,10.10.82.15,poweredOff,2021-03-17 00:00:00,VM for APP workload
HQ-A-VM-02-01-1729,vm-1729,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v19,2,16,2,1,10.10.120.31,poweredOn,2023-07-14 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1730,vm-1730,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v19,4,16,4,2,10.10.6.18,poweredOn,2019-11-29 00:00:00,VM for APP workload
HQ-A-VM-02-01-1731,vm-1731,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,4,64,1,1,10.10.163.246,poweredOn,2024-05-16 00:00:00,VM for APP workload
HQ-A-VM-02-01-1732,vm-1732,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v18,16,16,4,3,10.10.111.155,poweredOn,2024-04-23 00:00:00,VM for DB workload
HQ-A-VM-02-01-1733,vm-1733,host-1020,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v15,8,4,4,3,10.10.30.128,poweredOn,2020-05-11 00:00:00,VM for APP workload
HQ-A-VM-02-01-1734,vm-1734,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,4,64,4,2,10.10.12.57,poweredOn,2021-09-17 00:00:00,VM for SVC workload
HQ-A-VM-02-01-1735,vm-1735,host-1020,domain-c1001,vc-26d8de60,RHEL 8.6,v16,2,16,3,3,10.10.83.215,poweredOn,2023-08-19 00:00:00,VM for DB workload
HQ-A-VM-02-01-1736,vm-1736,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,8,8,2,1,10.10.209.252,poweredOn,2023-02-11 00:00:00,VM for DB workload
HQ-A-VM-02-01-1737,vm-1737,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,4,32,4,3,10.10.149.202,poweredOn,2020-09-29 00:00:00,VM for APP workload
HQ-A-VM-02-01-1738,vm-1738,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,2,16,1,2,10.10.236.164,poweredOn,2021-06-10 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1739,vm-1739,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,16,64,3,3,10.10.95.53,poweredOn,2021-08-31 00:00:00,VM for APP workload
HQ-A-VM-02-01-1740,vm-1740,host-1020,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v17,16,16,3,2,10.10.42.96,poweredOn,2023-07-30 00:00:00,VM for WEB workload
HQ-A-VM-02-01-1741,vm-1741,host-1020,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v14,4,8,1,1,10.10.164.222,poweredOn,2019-10-05 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1742,vm-1742,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,2,8,3,3,10.10.57.87,poweredOff,2021-03-20 00:00:00,VM for APP workload
HQ-A-VM-02-02-1743,vm-1743,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,4,16,2,2,10.10.252.93,poweredOff,2019-05-13 00:00:00,VM for APP workload
HQ-A-VM-02-02-1744,vm-1744,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,4,32,2,1,10.10.227.126,poweredOn,2022-03-08 00:00:00,VM for DB workload
HQ-A-VM-02-02-1745,vm-1745,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v19,4,32,1,2,10.10.142.220,poweredOn,2023-10-12 00:00:00,VM for APP workload
HQ-A-VM-02-02-1746,vm-1746,host-1021,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v19,2,8,4,3,10.10.209.74,poweredOn,2020-10-07 00:00:00,VM for DB workload
HQ-A-VM-02-02-1747,vm-1747,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,16,64,3,4,10.10.221.186,poweredOff,2022-08-07 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1748,vm-1748,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,16,16,2,2,10.10.223.97,poweredOn,2023-09-06 00:00:00,VM for SVC workload
HQ-A-VM-02-02-1749,vm-1749,host-1021,domain-c1001,vc-26d8de60,RHEL 8.6,v16,2,4,2,4,10.10.170.169,poweredOn,2024-09-26 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1750,vm-1750,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,4,16,3,2,10.10.186.245,poweredOn,2019-04-29 00:00:00,VM for DB workload
HQ-A-VM-02-02-1751,vm-1751,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,8,16,3,1,10.10.99.90,poweredOn,2020-01-23 00:00:00,VM for APP workload
HQ-A-VM-02-02-1752,vm-1752,host-1021,domain-c1001,vc-26d8de60,RHEL 8.6,v18,2,4,3,2,10.10.89.205,poweredOn,2020-01-09 00:00:00,VM for APP workload
HQ-A-VM-02-02-1753,vm-1753,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,2,8,2,2,10.10.208.221,poweredOn,2019-05-14 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1754,vm-1754,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,8,32,3,4,10.10.129.9,poweredOff,2021-01-12 00:00:00,VM for DB workload
HQ-A-VM-02-02-1755,vm-1755,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v14,4,16,2,1,10.10.76.146,poweredOn,2020-04-23 00:00:00,VM for DB workload
HQ-A-VM-02-02-1756,vm-1756,host-1021,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v18,8,8,1,1,10.10.149.115,poweredOn,2020-09-20 00:00:00,VM for DB workload
HQ-A-VM-02-02-1757,vm-1757,host-1021,domain-c1001,vc-26d8de60,RHEL 8.6,v18,4,16,3,3,10.10.158.211,poweredOn,2024-11-20 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1758,vm-1758,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,4,16,4,1,10.10.167.173,poweredOn,2019-06-15 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1759,vm-1759,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,8,32,4,3,10.10.254.126,poweredOn,2024-05-28 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1760,vm-1760,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,4,16,4,1,10.10.204.214,poweredOn,2020-08-22 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1761,vm-1761,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,2,8,4,4,10.10.123.235,poweredOn,2024-02-07 00:00:00,VM for INF workload
HQ-A-VM-02-02-1762,vm-1762,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,8,32,2,3,10.10.79.89,poweredOn,2023-09-13 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1763,vm-1763,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,8,16,3,4,10.10.209.71,poweredOn,2024-02-21 00:00:00,VM for MON workload
HQ-A-VM-02-02-1764,vm-1764,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v19,4,64,1,3,10.10.82.149,poweredOn,2021-11-25 00:00:00,VM for MON workload
HQ-A-VM-02-02-1765,vm-1765,host-1021,domain-c1001,vc-26d8de60,RHEL 8.6,v18,4,16,4,4,10.10.31.171,poweredOn,2022-07-29 00:00:00,VM for APP workload
HQ-A-VM-02-02-1766,vm-1766,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,4,32,2,2,10.10.8.136,poweredOn,2022-11-22 00:00:00,VM for SVC workload
HQ-A-VM-02-02-1767,vm-1767,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v19,16,64,3,1,10.10.48.145,poweredOn,2023-08-17 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1768,vm-1768,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,8,32,3,2,10.10.254.80,poweredOn,2022-06-05 00:00:00,VM for MON workload
HQ-A-VM-02-02-1769,vm-1769,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,8,8,2,4,10.10.235.207,poweredOn,2020-03-15 00:00:00,VM for SVC workload
HQ-A-VM-02-02-1770,vm-1770,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,4,8,3,1,10.10.105.211,poweredOn,2021-04-25 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1771,vm-1771,host-1021,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v15,4,16,3,2,10.10.254.148,poweredOn,2022-04-05 00:00:00,VM for APP workload
HQ-A-VM-02-02-1772,vm-1772,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v15,4,16,3,1,10.10.97.108,poweredOn,2024-08-28 00:00:00,VM for INF workload
HQ-A-VM-02-02-1773,vm-1773,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,8,64,3,3,10.10.190.147,poweredOff,2022-09-21 00:00:00,VM for APP workload
HQ-A-VM-02-02-1774,vm-1774,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,4,8,3,2,10.10.21.11,poweredOn,2019-06-05 00:00:00,VM for APP workload
HQ-A-VM-02-02-1775,vm-1775,host-1021,domain-c1001,vc-26d8de60,RHEL 8.6,v18,2,4,3,2,10.10.176.142,poweredOn,2020-08-15 00:00:00,VM for WEB workload
HQ-A-VM-02-02-1776,vm-1776,host-1021,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v14,16,32,1,2,10.10.47.172,poweredOn,2019-07-06 00:00:00,VM for APP workload
HQ-A-VM-02-02-1777,vm-1777,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v16,2,8,2,4,10.10.2.218,poweredOn,2023-11-04 00:00:00,VM for APP workload
HQ-A-VM-02-02-1778,vm-1778,host-1021,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,8,16,3,1,10.10.54.216,poweredOn,2019-04-24 00:00:00,VM for APP workload
HQ-A-VM-02-02-1779,vm-1779,host-1021,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v16,4,16,3,3,10.10.163.237,poweredOn,2019-03-14 00:00:00,VM for DB workload
HQ-A-VM-02-03-1780,vm-1780,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v19,2,16,4,2,10.10.142.214,poweredOn,2021-09-22 00:00:00,VM for APP workload
HQ-A-VM-02-03-1781,vm-1781,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,4,16,3,4,10.10.229.106,poweredOn,2019-04-05 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1782,vm-1782,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v19,8,8,2,1,10.10.137.85,poweredOn,2023-06-29 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1783,vm-1783,host-1022,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v17,4,16,4,2,10.10.86.102,poweredOff,2020-07-25 00:00:00,VM for DB workload
HQ-A-VM-02-03-1784,vm-1784,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v18,2,4,3,2,10.10.191.41,poweredOn,2020-06-06 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1785,vm-1785,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v17,8,16,2,4,10.10.132.234,poweredOn,2022-04-23 00:00:00,VM for APP workload
HQ-A-VM-02-03-1786,vm-1786,host-1022,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v18,2,16,1,1,10.10.112.104,poweredOn,2022-12-22 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1787,vm-1787,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,2,16,1,4,10.10.47.197,poweredOn,2023-11-10 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1788,vm-1788,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v14,8,16,2,2,10.10.37.248,poweredOn,2022-01-22 00:00:00,VM for MON workload
HQ-A-VM-02-03-1789,vm-1789,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,2,16,1,2,10.10.175.119,poweredOn,2019-04-01 00:00:00,VM for APP workload
HQ-A-VM-02-03-1790,vm-1790,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,8,32,1,4,10.10.126.174,poweredOn,2024-12-11 00:00:00,VM for DB workload
HQ-A-VM-02-03-1791,vm-1791,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,8,16,3,4,10.10.27.86,poweredOn,2024-04-12 00:00:00,VM for SVC workload
HQ-A-VM-02-03-1792,vm-1792,host-1022,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v19,2,4,1,4,10.10.94.136,poweredOn,2022-04-06 00:00:00,VM for MON workload
HQ-A-VM-02-03-1793,vm-1793,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,4,8,4,2,10.10.145.138,poweredOn,2022-02-21 00:00:00,VM for DB workload
HQ-A-VM-02-03-1794,vm-1794,host-1022,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v16,2,16,4,3,10.10.210.120,poweredOn,2020-07-22 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1795,vm-1795,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v16,2,8,1,1,10.10.132.82,poweredOn,2022-01-01 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1796,vm-1796,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,8,16,1,2,10.10.8.123,poweredOn,2023-12-09 00:00:00,VM for DB workload
HQ-A-VM-02-03-1797,vm-1797,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v16,4,16,2,3,10.10.184.101,poweredOff,2020-07-13 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1798,vm-1798,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,2,32,1,3,10.10.47.169,poweredOff,2022-05-11 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1799,vm-1799,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v18,4,4,1,4,10.10.142.170,poweredOn,2021-07-18 00:00:00,VM for APP workload
HQ-A-VM-02-03-1800,vm-1800,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,2,16,4,3,10.10.179.121,poweredOn,2019-10-26 00:00:00,VM for DB workload
HQ-A-VM-02-03-1801,vm-1801,host-1022,domain-c1001,vc-26d8de60,RHEL 8.6,v14,2,16,2,2,10.10.190.61,poweredOn,2019-03-04 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1802,vm-1802,host-1022,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v17,8,16,1,2,10.10.17.246,poweredOn,2019-04-30 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1803,vm-1803,host-1022,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v18,8,64,1,4,10.10.247.79,poweredOn,2020-12-13 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1804,vm-1804,host-1022,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v18,4,16,2,2,10.10.181.33,poweredOn,2021-04-09 00:00:00,VM for DB workload
HQ-A-VM-02-03-1805,vm-1805,host-1022,domain-c1001,vc-26d8de60,Windows Server 2022 Standard,v16,4,16,1,2,10.10.217.226,poweredOn,2020-07-11 00:00:00,VM for APP workload
HQ-A-VM-02-03-1806,vm-1806,host-1022,domain-c1001,vc-26d8de60,Ubuntu 20.04 LTS,v18,4,8,4,1,10.10.112.183,poweredOn,2021-03-16 00:00:00,VM for APP workload
HQ-A-VM-02-03-1807,vm-1807,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v17,8,8,3,2,10.10.156.31,poweredOff,2020-08-29 00:00:00,VM for APP workload
HQ-A-VM-02-03-1808,vm-1808,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v18,2,32,2,3,10.10.128.123,poweredOn,2023-09-20 00:00:00,VM for WEB workload
HQ-A-VM-02-03-1809,vm-1809,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v15,2,16,1,4,10.10.217.189,poweredOn,2023-05-21 00:00:00,VM for APP workload
HQ-A-VM-02-03-1810,vm-1810,host-1022,domain-c1001,vc-26d8de60,Windows Server 2019 Standard,v19,4,8,2,1,10.10.117.201,poweredOn,2023-11-29 00:00:00,VM for SVC workload
